purchase_id,sales_person_id,country_id,product_id,purchase_date,amount,boxes_shipped
P000001208,23,6,2,2023-01-24,12100.65,142
P000001209,19,3,10,2023-06-04,623.75,285
P000001210,6,3,12,2023-06-15,6528.42,22
P000001211,3,6,7,2023-01-28,1540.55,47
P000001212,21,2,8,2023-03-16,487.06,123
P000001213,8,3,10,2023-02-21,11630.38,431
P000001214,21,5,13,2023-02-16,17297.66,96
P000001215,1,6,21,2023-01-13,2043.55,28
P000001216,21,3,11,2023-03-23,8168.86,570
P000001217,15,6,21,2023-06-16,933.45,122
P000001218,5,2,19,2023-04-14,6826.32,44
P000001219,21,1,11,2023-01-25,5029.35,61
P000001220,4,2,6,2023-11-03,5143.49,21
P000001221,24,1,6,2023-07-28,16707.88,102
P000001222,12,4,5,2023-09-03,1558.87,46
P000001223,16,3,16,2023-06-28,9332.76,196
P000001224,12,3,14,2023-07-28,2673.47,375
P000001225,21,6,4,2023-08-15,4950.21,54
P000001226,17,3,13,2023-12-01,2919.11,271
P000001227,13,4,22,2023-03-24,8003.23,7
P000001228,2,1,14,2023-07-25,4902.78,91
P000001229,5,6,4,2023-01-08,4033.53,430
P000001230,2,2,17,2023-05-16,22751.18,182
P000001231,14,2,20,2023-10-08,5118.11,137
P000001232,4,2,11,2023-05-01,2835.9,26
P000001233,25,1,20,2023-11-07,5828.22,121
P000001234,19,5,5,2023-04-25,396.19,32
P000001235,3,4,12,2023-04-04,11226.5,118
P000001236,9,5,19,2023-12-04,10102.86,107
P000001237,19,4,3,2023-02-08,2084.86,119
P000001238,3,4,13,2023-06-28,8495.79,268
P000001239,25,3,11,2023-05-07,4248.34,130
P000001240,8,4,9,2023-07-06,2236.11,46
P000001241,7,4,20,2023-01-18,1124.27,26
P000001242,7,3,7,2023-04-01,12870.47,227
P000001243,18,3,4,2023-01-31,3017.66,19
P000001244,21,2,6,2023-03-14,3574.12,149
P000001245,22,3,2,2023-04-29,6249.31,509
P000001246,5,2,20,2023-07-02,10759.61,107
P000001247,17,1,17,2023-03-31,2508.03,175
P000001248,12,2,8,2023-03-16,4997.82,83
P000001249,11,1,11,2023-01-25,7901.09,200
P000001250,2,2,7,2023-06-20,3133.42,479
P000001251,3,1,5,2023-03-29,8320.29,171
P000001252,15,3,16,2023-12-07,909.93,132
P000001253,1,6,20,2023-11-07,5631.26,142
P000001254,11,6,20,2023-01-19,3283.44,186
P000001255,20,5,3,2023-05-04,9458.03,87
P000001256,1,6,14,2023-02-21,7726.25,12
P000001257,8,4,8,2023-05-20,14369.4,15
P000001258,10,3,14,2023-07-29,2829.57,106
P000001259,9,5,12,2023-01-28,9370.61,45
P000001260,12,1,8,2023-07-19,3651.49,112
P000001261,10,4,13,2023-04-13,10229.99,12
P000001262,14,2,18,2023-11-02,11596.89,22
P000001263,14,4,14,2023-02-03,5857.9,111
P000001264,25,3,22,2023-02-03,1177.64,206
P000001265,2,5,4,2023-07-28,12930.11,6
P000001266,21,2,5,2023-07-01,1732.04,531
P000001267,7,1,22,2023-12-04,5837.17,173
P000001268,2,6,6,2023-06-27,3424.66,70
P000001269,1,3,1,2023-01-14,5700.28,422
P000001270,11,1,7,2023-07-02,5094.48,373
P000001271,1,3,16,2023-03-23,14529.2,26
P000001272,12,2,18,2023-10-01,6761.28,145
P000001273,5,1,9,2023-03-17,10370.44,44
P000001274,3,5,21,2023-01-21,12450.24,57
P000001275,9,3,22,2023-04-07,8927.63,386
P000001276,17,6,18,2023-04-07,3438.7,191
P000001277,24,5,13,2023-10-08,299.71,207
P000001278,18,3,1,2023-01-04,7374.26,12
P000001279,3,2,19,2023-02-22,2775.87,174
P000001280,22,1,22,2023-03-01,9957.66,194
P000001281,11,2,10,2023-05-31,5064.88,251
P000001282,24,1,4,2023-03-01,9865.05,273
P000001283,16,4,8,2023-01-27,571.52,489
P000001284,9,1,1,2023-01-28,656.44,67
P000001285,15,3,17,2023-06-28,4008.93,301
P000001286,16,1,9,2023-02-03,4679.06,43
P000001287,19,3,5,2023-05-27,3446.84,28
P000001288,18,5,6,2023-06-30,11884.52,82
P000001289,9,6,18,2023-07-06,2167.19,85
P000001290,17,5,2,2023-12-05,4199.84,107
P000001291,9,4,19,2023-07-29,7358.7,68
P000001292,18,1,22,2023-03-08,7870.09,274
P000001293,9,2,7,2023-08-18,7454.25,148
P000001294,2,4,20,2023-06-14,3112.3,41
P000001295,13,1,22,2023-06-30,6901.22,80
P000001296,22,4,15,2023-06-13,1178,199
P000001297,25,1,16,2023-04-27,14953.83,53
P000001298,4,3,22,2023-07-27,3958.57,33
P000001299,10,6,3,2023-04-20,1639.01,430
P000001300,8,2,21,2023-04-01,8586.04,144
P000001301,25,3,15,2023-02-21,10000.22,98
P000001302,11,3,22,2023-05-01,8448.39,52
P000001303,13,2,10,2023-07-15,6984.74,51
P000001304,7,3,9,2023-05-25,5641.54,61
P000001305,11,6,11,2023-04-20,3850.87,372
P000001306,3,5,4,2023-02-06,885.68,240
P000001307,12,1,20,2023-05-13,21251.67,91
P000001308,13,4,7,2023-03-08,1452.61,142
P000001309,13,3,14,2023-05-25,793.17,400
P000001310,2,1,19,2023-03-16,7152.22,83
P000001311,4,3,16,2023-04-07,3364.44,126
P000001312,1,2,1,2023-05-07,3470.6,129
P000001313,23,5,5,2023-03-15,4676.32,440
P000001314,9,1,19,2023-08-22,6323.45,70
P000001315,25,3,2,2023-12-01,3252.7,119
P000001316,12,1,7,2023-10-06,254.16,161
P000001317,17,3,18,2023-03-25,6127.37,299
P000001318,8,2,6,2023-07-27,3791.66,100
P000001319,16,1,8,2023-04-15,17059.69,456
P000001320,14,2,16,2023-06-27,4154.44,18
P000001321,1,1,2,2023-04-14,6168.51,280
P000001322,16,3,13,2023-03-15,7984.45,95
P000001323,23,5,11,2023-03-18,9108.33,213
P000001324,7,2,11,2023-04-29,1511.51,58
P000001325,10,4,22,2023-02-25,3364.28,265
P000001326,16,5,14,2023-02-03,934.49,54
P000001327,2,3,14,2023-06-20,8895.7,91
P000001328,13,6,22,2023-07-15,9957.2,185
P000001329,24,3,1,2023-12-05,3359.18,256
P000001330,10,4,17,2023-01-07,5098.29,276
P000001331,16,5,3,2023-08-08,398.28,52
P000001332,23,3,1,2023-07-25,7473.14,6
P000001333,19,1,10,2023-05-18,3638.66,59
P000001334,22,2,18,2023-07-15,12507.08,284
P000001335,15,2,2,2023-05-07,2393.79,48
P000001336,10,5,13,2023-04-07,6136.99,94
P000001337,24,1,2,2023-06-20,1264.43,232
P000001338,6,3,6,2023-01-25,4101.26,425
P000001339,17,4,21,2023-01-07,8106.88,40
P000001340,3,5,1,2023-04-13,2456.1,58
P000001341,13,1,20,2023-04-05,4726.6,75
P000001342,13,3,7,2023-04-08,3482.73,108
P000001343,13,2,2,2023-01-06,467.19,159
P000001344,1,1,9,2023-04-22,4875.38,185
P000001345,17,5,1,2023-03-08,70.6,27
P000001346,25,5,16,2023-10-06,1835.22,73
P000001347,6,1,13,2023-06-27,7304.74,49
P000001348,12,3,20,2023-03-01,3967.85,163
P000001349,12,2,5,2023-11-07,2800.67,190
P000001350,25,4,14,2023-08-17,4474.52,120
P000001351,8,5,12,2023-01-18,2737.03,63
P000001352,25,2,17,2023-08-03,16717.26,102
P000001353,10,3,16,2023-07-03,16112.73,282
P000001354,16,2,2,2023-09-05,6898,163
P000001355,9,4,3,2023-05-23,2151.04,170
P000001356,23,1,8,2023-04-15,172.51,152
P000001357,3,3,10,2023-07-27,2949.02,153
P000001358,12,6,9,2023-08-22,2790.72,435
P000001359,25,5,2,2023-11-05,5054.42,127
P000001360,23,2,17,2023-01-26,5418.75,37
P000001361,9,5,1,2023-04-14,14604.67,128
P000001362,18,4,15,2023-05-04,6668.93,419
P000001363,12,4,20,2023-06-14,9689.7,58
P000001364,7,6,6,2023-04-13,5026.81,123
P000001365,13,3,22,2023-06-27,2379.01,178
P000001366,24,3,11,2023-01-26,7770.55,3
P000001367,9,1,22,2023-05-07,1837.47,77
P000001368,13,6,7,2023-11-01,14625.75,90
P000001369,21,5,22,2023-07-03,10305.4,22
P000001370,17,6,1,2023-04-03,8798.99,99
P000001371,11,6,17,2023-07-15,2466.59,309
P000001372,17,1,18,2023-11-05,6564.2,92
P000001373,11,5,14,2023-01-27,4764.56,7
P000001374,11,2,16,2023-06-27,3172.08,153
P000001375,25,2,20,2023-03-08,8062,20
P000001376,19,4,15,2023-08-19,12382.41,245
P000001377,19,3,12,2023-06-15,413.6,111
P000001378,18,1,18,2023-07-02,10186.18,154
P000001379,11,3,6,2023-08-07,7936.84,138
P000001380,18,2,14,2023-04-21,1712.72,93
P000001381,25,1,15,2023-08-04,3088.98,226
P000001382,16,3,1,2023-08-19,14953.43,51
P000001383,4,2,12,2023-04-05,3219.13,54
P000001384,10,5,3,2023-11-05,2700.61,112
P000001385,10,5,11,2023-03-22,7219.96,53
P000001386,18,6,21,2023-10-08,2634.13,234
P000001387,18,5,12,2023-04-05,1630.95,321
P000001388,21,5,4,2023-08-18,8250.66,258
P000001389,24,6,19,2023-03-08,4849.3,248
P000001390,12,4,14,2023-01-14,7940.49,328
P000001391,23,3,9,2023-08-04,2106.93,69
P000001392,21,1,16,2023-01-08,3911.85,3
P000001393,18,6,11,2023-03-15,483.04,45
P000001394,11,2,15,2023-07-15,11380.7,192
P000001395,9,4,6,2023-01-13,6372.68,131
P000001396,10,3,3,2023-08-26,2714.76,52
P000001397,25,6,11,2023-10-01,2106.17,172
P000001398,3,3,22,2023-11-05,5805.24,83
P000001399,13,4,3,2023-08-30,12205.52,23
P000001400,17,5,8,2023-07-21,6318.7,124
P000001401,10,3,6,2023-01-08,8522.8,137
P000001402,7,6,3,2023-02-17,10315.88,268
P000001403,7,3,10,2023-07-27,7262.12,158
P000001404,24,5,16,2023-02-23,1414.84,112
P000001405,8,3,1,2023-03-22,3067.9,42
P000001406,18,2,4,2023-06-23,7369.69,325
P000001407,15,1,22,2023-01-02,1775.18,73
P000001408,21,3,5,2023-02-03,7683.78,279
P000001409,3,1,12,2023-06-04,1412.22,90
P000001410,6,3,19,2023-03-17,607.08,76
P000001411,15,1,12,2023-06-24,11688.75,136
P000001412,9,6,1,2023-07-19,10275.55,301
P000001413,15,5,21,2023-11-07,1788.1,271
P000001414,7,2,6,2023-01-13,2378.08,222
P000001415,5,4,20,2023-07-07,9545.03,64
P000001416,4,2,3,2023-05-25,4999.52,446
P000001417,12,2,12,2023-04-13,5312.5,160
P000001418,20,4,1,2023-02-03,3750.88,208
P000001419,6,6,19,2023-06-23,2375.74,129
P000001420,21,5,10,2023-07-26,7013.61,170
P000001421,2,6,22,2023-03-22,481.52,3
P000001422,8,5,7,2023-09-06,3136.92,64
P000001423,2,3,8,2023-05-17,6584.26,62
P000001424,25,4,18,2023-04-03,1024.77,260
P000001425,21,6,14,2023-07-07,17680.19,27
P000001426,18,6,9,2023-01-13,10707.82,124
P000001427,15,3,6,2023-07-13,3019.09,78
P000001428,23,3,3,2023-06-16,1758.62,329
P000001429,3,1,1,2023-07-18,8385.38,73
P000001430,25,1,13,2023-05-30,4854.12,411
P000001431,3,1,2,2023-06-21,949.18,83
P000001432,1,3,18,2023-06-24,6047.05,40
P000001433,12,2,11,2023-01-13,3883.32,94
P000001434,15,6,12,2023-04-04,4382.07,210
P000001435,17,1,20,2023-08-06,9928.1,599
P000001436,11,6,21,2023-02-08,6315.53,51
P000001437,21,5,17,2023-07-21,10630.08,155
P000001438,15,2,21,2023-06-20,167.33,143
P000001439,14,2,5,2023-06-22,2690.14,117
P000001440,22,3,8,2023-02-05,3242.04,15
P000001441,15,3,4,2023-07-01,5363.69,87
P000001442,10,1,1,2023-02-21,6160.89,95
P000001443,25,6,7,2023-03-21,7968.23,373
P000001444,2,1,10,2023-04-04,6388.95,131
P000001445,6,6,12,2023-03-24,15840.74,216
P000001446,6,4,21,2023-06-28,7265.05,194
P000001447,6,3,10,2023-01-14,2342.49,192
P000001448,11,4,12,2023-07-02,1365.88,147
P000001449,18,4,10,2023-11-01,4437.46,196
P000001450,1,2,4,2023-02-25,2072.24,232
P000001451,24,3,15,2023-01-08,7091.81,27
P000001452,14,3,15,2023-05-05,7213.16,277
P000001453,23,4,19,2023-05-18,9672.76,411
P000001454,24,4,9,2023-04-01,5750.05,350
P000001455,14,4,1,2023-09-05,4641.29,220
P000001456,8,2,20,2023-06-05,1871.33,88
P000001457,16,1,22,2023-01-13,10843.46,142
P000001458,14,3,6,2023-06-24,5032.45,79
P000001459,2,5,8,2023-02-14,1106.38,21
P000001460,22,3,4,2023-01-18,4977.55,97
P000001461,17,2,14,2023-02-05,3210.14,92
P000001462,25,3,20,2023-05-16,7794.8,54
P000001463,10,5,6,2023-01-28,7613.37,370
P000001464,17,6,4,2023-06-24,1332.76,409
P000001465,5,1,5,2023-07-18,2587.76,108
P000001466,6,1,11,2023-04-13,3826.22,169
P000001467,24,5,8,2023-04-15,18687.87,80
P000001468,4,2,18,2023-04-01,8859.63,184
P000001469,16,3,11,2023-04-07,7299.4,34
P000001470,13,5,20,2023-03-24,2556.26,354
P000001471,22,3,13,2023-03-17,703.4,181
P000001472,5,3,6,2023-02-15,6421.18,242
P000001473,4,5,16,2023-06-29,1048.26,149
P000001474,3,5,12,2023-05-24,3099.14,115
P000001475,10,1,14,2023-10-01,3737.68,282
P000001476,15,5,19,2023-03-15,3086.89,153
P000001477,12,6,14,2023-08-02,2618.15,312
P000001478,7,2,8,2023-02-25,1643.45,110
P000001479,6,5,11,2023-03-05,7368.94,45
P000001480,14,5,12,2023-06-14,6082.19,23
P000001481,6,2,1,2023-09-08,14456.14,79
P000001482,19,4,13,2023-11-07,4173.4,254
P000001483,17,1,13,2023-01-14,7189.18,113
P000001484,2,6,13,2023-02-24,8962.96,48
P000001485,19,4,6,2023-03-15,10085.02,146
P000001486,5,4,7,2023-04-25,12073.18,51
P000001487,18,3,17,2023-10-05,6655.62,39
P000001488,12,3,21,2023-06-23,14193.67,302
P000001489,13,6,20,2023-02-28,15507.29,352
P000001490,7,5,17,2023-05-25,17383.08,145
P000001491,14,4,7,2023-02-22,5912.59,232
P000001492,2,1,3,2023-11-07,4029.28,128
P000001493,12,6,21,2023-03-01,3563.09,344
P000001494,8,4,2,2023-08-24,773.73,280
P000001495,13,5,1,2023-07-28,2620.19,340
P000001496,7,5,15,2023-05-25,11426.56,151
P000001497,11,4,11,2023-06-05,2935.8,171
P000001498,9,2,10,2023-01-28,2431.53,148
P000001499,12,1,16,2023-06-06,11882.82,13
P000001500,7,4,7,2023-12-07,6297.06,26
P000001501,25,6,21,2023-05-08,5859.21,193
P000001502,7,5,16,2023-01-28,6276.91,157
P000001503,17,2,21,2023-08-31,5674.7,147
P000001504,10,5,1,2023-04-19,1960.1,14
P000001505,10,1,15,2023-06-29,6540.3,2
P000001506,13,2,9,2023-02-24,3818.21,287
P000001507,23,1,20,2023-04-03,14769.97,87
P000001508,3,2,11,2023-06-21,3687.44,73
P000001509,8,3,17,2023-01-26,1123.58,114
P000001510,5,4,22,2023-10-06,4612.08,38
P000001511,20,1,10,2023-05-23,1600.11,70
P000001512,21,2,14,2023-04-15,975.67,105
P000001513,11,4,8,2023-01-31,5487.3,219
P000001514,20,4,17,2023-04-03,4948.15,39
P000001515,9,4,5,2023-04-19,11460.08,81
P000001516,13,1,6,2023-05-16,2628.33,101
P000001517,5,3,19,2023-02-17,1044.35,126
P000001518,18,5,19,2023-01-18,7449.7,264
P000001519,14,6,16,2023-09-02,9315.64,88
P000001520,10,6,16,2023-03-23,3820.94,179
P000001521,23,4,8,2023-01-02,3782.83,150
P000001522,10,2,10,2023-07-03,4525.72,146
P000001523,25,1,22,2023-03-01,3730.79,237
P000001524,25,5,22,2023-11-02,6068.19,349
P000001525,18,4,16,2023-03-16,4944.46,144
P000001526,24,2,22,2023-08-15,12331.35,337
P000001527,3,2,13,2023-12-05,5290.76,76
P000001528,2,2,21,2023-11-04,6874.06,4
P000001529,4,4,15,2023-06-30,20402.17,297
P000001530,24,4,22,2023-06-15,7923.1,62
P000001531,8,6,8,2023-01-08,8145.99,100
P000001532,17,5,14,2023-06-15,16253.25,58
P000001533,7,2,5,2023-06-16,5744.07,49
P000001534,5,4,19,2023-05-13,4908.71,288
P000001535,18,5,10,2023-10-05,2369.87,139
P000001536,5,2,11,2023-08-25,5973.24,337
P000001537,25,4,17,2023-07-15,8047.16,86
P000001538,3,1,7,2023-05-16,9656.56,400
P000001539,4,3,1,2023-06-14,3925.06,186
P000001540,13,3,20,2023-01-25,11682.62,506
P000001541,25,5,17,2023-07-28,7874.15,13
P000001542,7,6,15,2023-01-28,5061.37,179
P000001543,17,1,16,2023-06-29,2099.24,186
P000001544,11,3,2,2023-06-24,237.57,311
P000001545,6,6,15,2023-01-07,8829.77,445
P000001546,14,5,18,2023-02-25,1733.09,135
P000001547,15,6,20,2023-01-08,3047.18,12
P000001548,5,3,14,2023-06-21,8497.72,276
P000001549,22,4,21,2023-01-25,12557.56,26
P000001550,3,1,14,2023-05-17,1406.91,231
P000001551,20,3,3,2023-08-23,4496.32,240
P000001552,22,3,20,2023-03-03,8220.25,125
P000001553,14,2,8,2023-05-30,9588.03,562
P000001554,11,5,10,2023-06-29,114.82,231
P000001555,20,6,17,2023-04-01,8804.98,214
P000001556,1,3,10,2023-01-14,2900.61,68
P000001557,11,5,15,2023-02-15,16773.08,58
P000001558,15,4,21,2023-10-01,4153.59,513
P000001559,23,5,22,2023-04-05,12571.07,226
P000001560,20,5,21,2023-05-23,2553.46,5
P000001561,9,4,12,2023-04-26,1888.94,159
P000001562,5,6,17,2023-05-07,1310.04,71
P000001563,23,1,17,2023-07-21,7805.9,179
P000001564,24,5,15,2023-02-21,6101.12,261
P000001565,21,5,16,2023-03-02,1425.81,133
P000001566,3,3,8,2023-08-07,8724.4,147
P000001567,10,2,1,2023-05-31,664.82,147
P000001568,2,4,15,2023-06-27,4351.31,103
P000001569,2,2,1,2023-05-13,5825.09,123
P000001570,2,5,13,2023-05-31,2418.93,110
P000001571,19,5,16,2023-02-28,7725.52,38
P000001572,9,4,11,2023-03-28,7144.08,32
P000001573,3,5,5,2023-01-14,2043.13,243
P000001574,9,4,15,2023-02-21,6526.01,147
P000001575,18,6,3,2023-01-08,11334.77,89
P000001576,13,4,20,2023-05-19,2492.67,58
P000001577,16,5,22,2023-07-13,2066.48,59
P000001578,20,3,18,2023-04-20,7009.01,150
P000001579,18,2,3,2023-06-30,4562.97,21
P000001580,15,1,1,2023-08-03,3442.99,142
P000001581,6,5,12,2023-09-03,6669.6,99
P000001582,5,6,19,2023-06-16,1902.47,217
P000001583,3,1,10,2023-06-30,6157.17,43
P000001584,21,2,15,2023-07-28,3012.68,129
P000001585,11,6,18,2023-12-08,3473.62,170
P000001586,9,1,15,2023-07-07,4129.98,332
P000001587,9,5,3,2023-08-25,14566.22,45
P000001588,16,6,11,2023-01-17,4049.61,255
P000001589,4,3,2,2023-04-03,5924.44,396
P000001590,12,4,12,2023-08-25,10100.95,4
P000001591,25,1,18,2023-04-15,2362.01,272
P000001592,17,5,17,2023-11-03,2638.76,24
P000001593,22,5,19,2023-05-20,3496.41,18
P000001594,7,4,13,2023-06-14,17222.86,44
P000001595,1,4,5,2023-04-14,1604.87,71
P000001596,1,5,20,2023-07-07,7170.21,151
P000001597,23,2,15,2023-08-24,4090.16,75
P000001598,1,2,11,2023-02-24,9574.38,134
P000001599,11,6,19,2023-09-05,717.9,213
P000001600,17,3,2,2023-08-02,7734.54,227
P000001601,14,1,2,2023-03-24,1606.49,305
P000001602,8,5,10,2023-06-20,9170.09,79
P000001603,10,6,13,2023-07-03,1583.57,122
P000001604,17,3,12,2023-06-20,7684.52,83
P000001605,5,4,17,2023-02-17,16765.07,261
P000001606,23,1,4,2023-01-26,11796.63,45
P000001607,23,3,15,2023-02-05,2766.65,148
P000001608,15,6,4,2023-07-07,13232.74,7
P000001609,8,3,7,2023-08-22,2820.41,50
P000001610,11,3,5,2023-11-08,2483.32,65
P000001611,12,1,4,2023-01-13,9124.16,209
P000001612,6,3,1,2023-02-03,12728.16,111
P000001613,12,3,9,2023-07-27,12624.64,41
P000001614,21,4,10,2023-10-03,17584.16,110
P000001615,13,5,3,2023-08-23,13156.49,360
P000001616,14,5,11,2023-04-25,4164.1,167
P000001617,18,1,14,2023-07-03,11698.98,436
P000001618,19,1,17,2023-12-07,4964.25,56
P000001619,23,5,16,2023-05-16,8258.37,132
P000001620,6,2,20,2023-02-03,3938.2,70
P000001621,12,4,3,2023-05-30,1368.27,163
P000001622,12,1,13,2023-10-06,12449.46,177
P000001623,7,5,4,2023-07-25,7323.82,339
P000001624,13,4,15,2023-09-06,4560.81,102
P000001625,18,5,14,2023-12-05,777.46,58
P000001626,6,5,10,2023-09-05,3857.27,5
P000001627,7,6,13,2023-09-08,7442.69,179
P000001628,2,2,9,2023-04-13,5799.3,125
P000001629,20,5,8,2023-02-05,8836.9,48
P000001630,24,5,4,2023-09-08,4185,315
P000001631,22,3,19,2023-08-23,6984.06,174
P000001632,6,2,21,2023-05-13,7362.7,179
P000001633,11,5,13,2023-01-02,10338.27,73
P000001634,22,5,1,2023-06-23,6215.72,324
P000001635,23,1,9,2023-05-24,10400.66,144
P000001636,4,6,15,2023-01-04,1062.61,217
P000001637,22,6,2,2023-07-27,10095.71,151
P000001638,25,2,18,2023-01-27,23251.68,210
P000001639,4,2,9,2023-12-08,2669.61,143
P000001640,3,6,6,2023-01-02,10265.97,49
P000001641,8,2,5,2023-02-03,5423.54,203
P000001642,21,3,4,2023-06-30,3272.68,32
P000001643,24,3,21,2023-01-17,8840.59,92
P000001644,7,5,14,2023-07-07,14460.51,124
P000001645,10,4,15,2023-01-31,1461.99,109
P000001646,13,1,4,2023-10-08,3701.6,131
P000001647,13,5,18,2023-08-18,13951.32,329
P000001648,7,4,22,2023-06-15,5774.92,325
P000001649,12,5,7,2023-01-26,9718.87,10
P000001650,21,5,21,2023-04-29,87.52,69
P000001651,10,6,22,2023-03-03,3398.51,74
P000001652,17,3,6,2023-02-22,4371.77,375
P000001653,5,5,20,2023-04-03,3632.32,169
P000001654,18,2,20,2023-07-07,3343.85,10
P000001655,22,4,8,2023-06-17,4400.28,364
P000001656,4,6,8,2023-02-08,10802.13,124
P000001657,5,5,7,2023-12-08,9154.17,123
P000001658,23,4,18,2023-01-28,5360.89,340
P000001659,21,3,16,2023-04-29,11597.46,462
P000001660,12,3,13,2023-05-04,14939.24,238
P000001661,17,6,13,2023-01-18,10845.85,146
P000001662,1,1,7,2023-05-16,2832.78,104
P000001663,21,3,22,2023-08-24,8879.72,177
P000001664,15,2,3,2023-01-18,298.34,399
P000001665,17,5,11,2023-08-22,7799.51,10
P000001666,6,1,4,2023-07-03,8.04,85
P000001667,13,1,9,2023-04-03,3212.35,66
P000001668,24,6,13,2023-04-22,12048.56,113
P000001669,17,3,14,2023-09-06,4499.64,91
P000001670,4,6,12,2023-07-25,9984.16,207
P000001671,4,2,20,2023-03-08,11867.83,95
P000001672,8,3,13,2023-03-08,4806.65,132
P000001673,1,1,14,2023-03-05,13420.93,232
P000001674,16,6,5,2023-01-19,10407.51,301
P000001675,14,5,1,2023-11-02,10849.39,330
P000001676,2,2,6,2023-06-14,7247.29,402
P000001677,21,5,1,2023-03-23,6387.65,227
P000001678,23,6,3,2023-02-17,8373.42,108
P000001679,18,6,20,2023-03-17,1887.19,488
P000001680,10,3,21,2023-06-29,6054.04,287
P000001681,25,6,9,2023-08-24,16254.61,268
P000001682,3,6,21,2023-04-07,13173.56,301
P000001683,14,4,6,2023-03-28,2721.46,72
P000001684,15,2,20,2023-04-19,19283.64,139
P000001685,25,4,15,2023-01-18,9327.52,232
P000001686,2,4,12,2023-01-17,3184.03,85
P000001687,20,4,15,2023-02-15,9738.74,209
P000001688,20,1,14,2023-11-02,16486.65,314
P000001689,22,5,13,2023-03-21,16792.23,184
P000001690,6,4,6,2023-05-01,5752.62,125
P000001691,7,2,19,2023-05-30,6833.28,157
P000001692,1,5,4,2023-04-01,2815.72,222
P000001693,13,3,12,2023-04-22,1545.36,269
P000001694,3,6,14,2023-10-02,3432.73,120
P000001695,24,2,21,2023-12-08,1001.99,217
P000001696,6,5,17,2023-10-08,2494.19,315
P000001697,21,3,19,2023-07-06,770.25,61
P000001698,1,2,7,2023-06-06,2261.98,73
P000001699,11,4,7,2023-05-04,5667.58,204
P000001700,19,5,1,2023-04-18,4738.71,125
P000001701,20,2,1,2023-01-31,13661.89,15
P000001702,23,5,7,2023-08-22,6067.19,151
P000001703,1,3,4,2023-02-25,11720.99,204
P000001704,4,3,15,2023-02-22,19999.55,106
P000001705,5,4,14,2023-12-01,4484.03,201
P000001706,7,1,6,2023-05-25,107.24,129
P000001707,21,2,20,2023-01-02,2525.98,8
P000001708,8,1,11,2023-04-27,1577.84,67
P000001709,3,5,20,2023-07-22,2972.07,129
P000001710,15,4,15,2023-01-26,3691.63,284
P000001711,15,5,15,2023-08-24,5188.89,293
P000001712,23,4,12,2023-01-18,5766.51,21
P000001713,11,2,3,2023-03-30,1036.77,82
P000001714,25,3,8,2023-01-17,10033.52,163
P000001715,21,5,12,2023-02-17,5220.69,154
P000001716,21,6,18,2023-08-04,8106.62,47
P000001717,3,6,10,2023-06-07,3934.09,86
P000001718,16,2,12,2023-04-04,4508.93,231
P000001719,4,4,17,2023-02-03,1921.57,226
P000001720,3,4,19,2023-09-08,1161.31,181
P000001721,18,3,14,2023-09-06,11389.29,282
P000001722,25,1,8,2023-02-06,3032.3,313
P000001723,2,5,12,2023-05-07,6871.55,238
P000001724,20,6,11,2023-11-08,339.99,124
P000001725,23,2,9,2023-11-02,3720.22,141
P000001726,21,4,21,2023-11-08,731.19,69
P000001727,14,3,10,2023-12-05,13288.65,112
P000001728,19,5,14,2023-07-15,5332.79,101
P000001729,20,2,17,2023-01-18,3971.78,131
P000001730,23,1,12,2023-05-01,9538.21,198
P000001731,15,3,1,2023-06-29,547.85,221
P000001732,7,6,19,2023-06-14,2994.76,47
P000001733,6,2,15,2023-08-08,4451.38,71
P000001734,18,2,15,2023-03-23,14691.77,143
P000001735,9,2,8,2023-04-01,7042.98,107
P000001736,7,2,14,2023-02-22,15583,248
P000001737,13,1,21,2023-02-17,9059.82,268
P000001738,9,5,6,2023-03-02,430.59,85
P000001739,2,6,19,2023-03-17,1264.25,137
P000001740,19,3,7,2023-01-25,2995.47,156
P000001741,7,3,14,2023-07-27,2117.82,56
P000001742,16,3,12,2023-01-28,8081.79,54
P000001743,23,3,17,2023-05-07,11542.54,49
P000001744,2,2,22,2023-03-15,2183.68,46
P000001745,6,6,5,2023-04-08,3125.34,191
P000001746,4,5,12,2023-06-27,4891.86,380
P000001747,4,6,5,2023-07-13,4881.32,183
P000001748,9,4,13,2023-02-24,5917.62,238
P000001749,11,4,3,2023-06-28,6312.53,60
P000001750,5,3,3,2023-06-30,7956.28,27
P000001751,15,6,9,2023-08-18,5895.88,7
P000001752,17,2,2,2023-01-24,13535.7,296
P000001753,13,5,22,2023-11-03,5639.9,129
P000001754,25,4,5,2023-06-23,5813.44,356
P000001755,16,2,21,2023-08-22,2514.82,32
P000001756,6,6,1,2023-04-01,3044.01,22
P000001757,15,2,14,2023-05-04,3902.04,214
P000001758,13,2,14,2023-04-15,1928.74,354
P000001759,16,3,22,2023-11-05,3251.53,241
P000001760,20,6,13,2023-07-21,5031.94,495
P000001761,4,4,16,2023-11-02,1350.26,89
P000001762,20,6,20,2023-08-07,1187.71,75
P000001763,6,1,19,2023-11-08,7055.38,334
P000001764,16,4,5,2023-04-08,7231.89,8
P000001765,20,4,16,2023-06-14,9295.83,93
P000001766,18,1,7,2023-01-17,2276.94,296
P000001767,1,6,16,2023-06-23,4229.79,548
